time,open,high,low,close,Volume
1784505660,7461.2,7461.3,7458.3,7458.6,180
1784505720,7458.2,7462.3,7457.7,7461.7,190
1784505780,7461.6,7463.3,7461.3,7462.7,194
1784505840,7463.1,7465.7,7462.9,7465.6,164
1784505900,7465.4,7469.7,7465.2,7469.7,170
1784505960,7469.4,7471.9,7469.3,7469.4,154
1784506020,7469.7,7473.9,7469.7,7470.2,166
1784506080,7470.3,7474.8,7470.1,7474.7,130
1784506140,7474.8,7475.7,7473.8,7473.9,156
1784506200,7473.3,7475.2,7472.9,7474.3,154
1784506260,7474.2,7478.2,7474.2,7477.2,148
1784506320,7477.4,7477.7,7475.3,7476.3,150
1784506380,7476.9,7477.6,7476.4,7477.3,134
1784506440,7477.2,7478.4,7475.3,7475.8,134
1784506500,7476.2,7477.4,7474.9,7476.6,150
1784506560,7476.4,7477.9,7476.2,7476.2,122
1784506620,7476.3,7478.2,7475.1,7476.2,136
1784506680,7476.3,7476.8,7475.4,7476.4,134
1784506740,7476.3,7477.6,7476.3,7477.1,142
1784506800,7476.9,7476.9,7475.8,7475.9,126
1784506860,7476.2,7477.7,7473.9,7473.9,158
1784506920,7474.1,7474.4,7472.7,7473.6,140
1784506980,7473.4,7474.4,7472.8,7474.1,134
1784507040,7474.2,7474.3,7472.7,7473.7,112
1784507100,7473.4,7473.6,7471.4,7471.6,116
1784507160,7471.7,7473.4,7471.7,7472.6,142
1784507220,7472.9,7473.1,7471.4,7472.7,134
1784507280,7472.3,7473.9,7472.2,7473.9,130
1784507340,7473.6,7473.9,7471.7,7472.6,138
1784507400,7472.7,7473.1,7469.2,7469.8,150
1784507460,7469.7,7470.7,7468.4,7469.3,104
1784507520,7469.4,7469.7,7467.1,7467.6,136
1784507580,7467.4,7467.7,7465.4,7465.9,120
1784507640,7465.7,7467.3,7464.7,7464.8,158
1784507700,7464.9,7467.4,7464.7,7467.3,142
1784507760,7467.4,7469.8,7465.9,7469.1,164
1784507820,7468.9,7469.9,7468.3,7469.9,140
1784507880,7469.8,7470.7,7468.7,7470.7,120
1784507940,7470.4,7470.7,7466.9,7467.3,150
1784508000,7467.1,7468.1,7466.2,7466.8,144
1784508060,7466.9,7470.2,7466.6,7469.9,142
1784508120,7470.1,7471.2,7469.4,7469.4,162
1784508180,7469.2,7470.1,7466.7,7466.9,138
1784508240,7467.2,7467.2,7465.4,7465.4,108
1784508300,7465.7,7465.9,7463.4,7464.9,156
1784508360,7465.2,7466.6,7464.3,7466.3,166
1784508420,7466.4,7467.2,7464.4,7464.6,160
1784508480,7464.7,7465.9,7464.4,7465.9,148
1784508540,7465.8,7467.3,7465.2,7466.2,124
1784508600,7466.9,7466.9,7465.4,7465.7,118
1784508660,7465.6,7467.7,7465.4,7467.7,112
1784508720,7467.6,7467.6,7464.2,7464.2,120
1784508780,7464.3,7465.2,7464.3,7464.7,112
1784508840,7464.4,7465.4,7464.2,7464.6,116
1784508900,7464.7,7466.8,7464.2,7466.7,128
1784508960,7466.9,7467.6,7464.8,7464.9,142
1784509020,7465.1,7465.1,7463.4,7464.8,124
1784509080,7464.7,7464.7,7463.1,7463.9,130
1784509140,7464.1,7464.8,7463.6,7464.4,130
1784509200,7464.7,7467.9,7464.3,7467.6,206
1784509260,7467.4,7468.9,7466.6,7467.8,172
1784509320,7467.4,7468.1,7465.1,7465.7,172
1784509380,7465.6,7466.8,7465.3,7465.4,160
1784509440,7465.2,7466.4,7464.7,7466.2,162
1784509500,7466.1,7469.2,7465.4,7469.1,160
1784509560,7469.2,7470.7,7468.3,7470.7,174
1784509620,7470.6,7471.7,7469.1,7469.3,150
1784509680,7469.4,7470.4,7469.1,7469.6,156
1784509740,7469.7,7471.4,7469.7,7471.2,172
1784509800,7471.1,7472.7,7470.4,7471.3,134
1784509860,7471.4,7471.7,7467.3,7467.6,156
1784509920,7467.4,7468.4,7466.6,7467.3,140
1784509980,7467.2,7467.2,7465.8,7466.2,150
1784510040,7466.3,7466.6,7464.2,7464.7,142
1784510100,7464.9,7465.9,7464.2,7464.9,160
1784510160,7465.1,7466.8,7464.6,7466.2,170
1784510220,7466.4,7466.4,7464.9,7465.1,154
1784510280,7465.2,7465.4,7463.8,7464.7,156
1784510340,7464.4,7465.9,7462.9,7463.3,130
1784510400,7463.1,7464.7,7461.2,7464.6,142
1784510460,7464.2,7465.8,7462.8,7464.1,164
1784510520,7464.3,7467.2,7464.3,7465.3,164
1784510580,7465.4,7468.2,7465.4,7466.9,120
1784510640,7467.2,7468.2,7465.9,7465.9,160
1784510700,7466.2,7468.2,7465.3,7467.8,146
1784510760,7467.9,7468.4,7465.9,7467.7,174
1784510820,7467.6,7467.6,7464.2,7464.6,142
1784510880,7464.4,7464.7,7461.4,7461.4,150
1784510940,7461.6,7461.8,7459.4,7460.2,104
1784511000,7459.9,7460.6,7458.9,7459.8,166
1784511060,7460.1,7460.9,7459.3,7460.3,142
1784511120,7460.2,7461.6,7459.2,7460.9,162
1784511180,7461.2,7461.2,7459.9,7459.9,142
1784511240,7459.7,7460.7,7459.1,7460.2,140
1784511300,7459.9,7460.4,7458.7,7459.2,138
1784511360,7459.1,7460.1,7458.3,7459.4,142
1784511420,7459.6,7461.2,7459.4,7460.4,170
1784511480,7460.6,7461.9,7460.2,7460.3,170
1784511540,7460.2,7461.1,7459.4,7460.9,158
1784511600,7460.8,7461.7,7460.1,7460.6,160
1784511660,7460.7,7461.8,7460.2,7460.2,132
1784511720,7459.9,7459.9,7456.1,7456.4,170
1784511780,7456.2,7456.2,7454.1,7455.3,146
1784511840,7454.9,7456.9,7454.2,7456.3,158
1784511900,7456.4,7457.7,7454.9,7456.1,150
1784511960,7456.2,7458.1,7455.8,7456.1,160
1784512020,7456.2,7456.7,7455.7,7456.4,142
1784512080,7456.7,7458.6,7456.3,7457.9,132
1784512140,7457.8,7459.2,7457.6,7458.3,128
1784512200,7458.2,7458.8,7456.1,7456.7,124
1784512260,7456.4,7456.6,7454.2,7454.2,118
1784512320,7454.4,7454.9,7452.9,7453.9,132
1784512380,7453.8,7454.2,7451.9,7451.9,104
1784512440,7451.8,7452.4,7451.2,7451.3,128
1784512500,7451.4,7452.9,7451.2,7451.6,120
1784512560,7451.7,7453.4,7451.2,7453.2,132
1784512620,7452.9,7455.8,7452.7,7455.8,136
1784512680,7455.7,7456.3,7455.2,7455.7,132
1784512740,7455.6,7456.9,7454.9,7455.7,130
1784512800,7455.9,7460.7,7455.8,7459.7,164
1784512860,7460.2,7464.1,7459.9,7462.7,182
1784512920,7462.6,7466.2,7462.4,7465.9,164
1784512980,7465.7,7466.2,7462.8,7462.9,130
1784513040,7463.1,7465.7,7462.8,7465.3,152
1784513100,7465.4,7466.9,7465.1,7466.3,146
1784513160,7466.1,7467.6,7465.7,7465.8,138
1784513220,7465.9,7466.3,7464.2,7464.9,134
1784513280,7465.1,7466.9,7464.7,7465.3,144
1784513340,7465.4,7466.1,7464.4,7464.7,134
1784513400,7464.8,7464.8,7463.2,7463.3,108
1784513460,7463.2,7464.1,7461.9,7462.6,138
1784513520,7462.3,7463.9,7462.2,7462.7,122
1784513580,7462.6,7462.9,7460.9,7461.3,106
1784513640,7461.1,7461.1,7459.9,7460.7,116
1784513700,7460.8,7461.2,7458.2,7458.7,112
1784513760,7458.6,7459.9,7457.9,7459.9,130
1784513820,7460.2,7460.9,7458.6,7458.9,126
1784513880,7458.8,7459.2,7456.9,7457.1,110
1784513940,7456.9,7457.1,7455.7,7456.2,126
1784514000,7456.6,7457.1,7455.7,7455.8,140
1784514060,7455.9,7457.4,7455.2,7457.3,134
1784514120,7456.9,7457.3,7455.6,7455.6,124
1784514180,7455.7,7457.2,7455.6,7456.1,138
1784514240,7456.4,7456.7,7455.6,7456.1,122
1784514300,7456.2,7457.4,7455.2,7456.2,100
1784514360,7456.1,7456.1,7454.7,7455.8,122
1784514420,7456.2,7457.3,7455.4,7457.3,132
1784514480,7457.7,7458.6,7457.1,7458.1,128
1784514540,7457.9,7458.9,7457.2,7457.7,132
1784514600,7457.4,7461.8,7457.4,7461.7,132
1784514660,7461.6,7462.8,7461.3,7461.8,132
1784514720,7461.7,7464.2,7461.4,7463.9,116
1784514780,7463.8,7465.4,7462.7,7462.7,140
1784514840,7462.4,7464.4,7461.8,7463.2,132
1784514900,7463.4,7464.3,7462.1,7463.4,146
1784514960,7463.3,7466.3,7463.1,7465.1,144
1784515020,7464.9,7465.9,7464.1,7464.4,134
1784515080,7464.2,7465.1,7463.9,7464.9,146
1784515140,7465.1,7465.1,7463.4,7463.7,124
1784515200,7463.6,7465.2,7463.1,7464.9,144
1784515260,7465.1,7467.2,7464.3,7466.6,132
1784515320,7466.4,7469.7,7466.4,7468.7,148
1784515380,7468.8,7470.2,7468.4,7469.7,136
1784515440,7469.9,7470.1,7467.6,7467.7,126
1784515500,7467.9,7469.2,7467.4,7469.1,148
1784515560,7468.9,7469.9,7468.4,7468.4,118
1784515620,7468.3,7468.9,7467.7,7468.6,138
1784515680,7468.7,7471.3,7468.3,7470.8,146
1784515740,7470.9,7471.2,7469.4,7471.2,112
1784515800,7471.4,7471.7,7470.2,7470.6,104
1784515860,7470.4,7470.6,7469.2,7469.3,108
1784515920,7469.2,7469.7,7468.7,7469.7,104
1784515980,7469.6,7469.9,7469.1,7469.4,114
1784516040,7469.2,7469.6,7468.1,7468.3,114
1784516100,7468.4,7468.9,7466.9,7467.2,122
1784516160,7466.9,7469.4,7466.7,7468.6,108
1784516220,7468.7,7468.7,7466.4,7466.7,106
1784516280,7466.4,7467.2,7466.4,7466.8,76
1784516340,7466.9,7467.4,7466.4,7466.7,74
1784516400,7466.6,7468.4,7466.3,7468.2,128
1784516460,7468.4,7468.8,7467.7,7467.7,94
1784516520,7467.9,7468.2,7466.7,7467.4,112
1784516580,7467.6,7468.2,7466.2,7467.4,112
1784516640,7467.3,7467.4,7466.2,7466.3,104
1784516700,7466.2,7466.6,7464.1,7464.3,102
1784516760,7464.4,7464.4,7463.2,7463.4,86
1784516820,7463.2,7463.6,7462.7,7463.2,82
1784516880,7462.9,7463.4,7462.3,7463.1,104
1784516940,7462.9,7464.3,7462.9,7463.4,88
1784517000,7463.7,7464.4,7463.4,7464.2,90
1784517060,7464.1,7464.7,7462.9,7463.4,132
1784517120,7463.6,7463.7,7462.4,7463.1,102
1784517180,7463.2,7464.2,7463.2,7463.4,124
1784517240,7463.7,7465.1,7462.8,7464.7,118
1784517300,7464.6,7467.7,7463.7,7467.4,144
1784517360,7467.3,7468.4,7466.8,7468.4,138
1784517420,7468.2,7468.7,7466.8,7467.7,114
1784517480,7467.8,7468.1,7466.7,7467.8,138
1784517540,7467.7,7467.9,7466.4,7466.7,114
1784517600,7466.6,7467.6,7466.1,7466.4,132
1784517660,7466.3,7467.4,7466.1,7466.7,148
1784517720,7466.8,7467.2,7465.7,7466.7,124
1784517780,7466.8,7466.9,7464.2,7465.1,114
1784517840,7464.9,7468.2,7464.9,7467.4,108
1784517900,7467.6,7467.7,7466.2,7467.4,120
1784517960,7467.6,7467.7,7466.4,7466.4,120
1784518020,7466.3,7466.3,7464.6,7465.7,106
1784518080,7465.9,7466.7,7464.8,7465.9,114
1784518140,7466.1,7466.4,7464.9,7465.3,138
1784518200,7465.4,7467.2,7464.1,7466.9,122
1784518260,7467.1,7468.4,7465.7,7466.3,136
1784518320,7466.2,7467.2,7465.3,7465.4,112
1784518380,7465.3,7467.3,7465.1,7465.7,122
1784518440,7465.6,7465.9,7465.2,7465.7,110
1784518500,7465.4,7465.7,7463.4,7463.8,134
1784518560,7463.7,7465.4,7463.4,7465.4,106
1784518620,7465.7,7467.7,7465.2,7467.2,134
1784518680,7467.3,7467.9,7465.9,7465.9,120
1784518740,7466.1,7467.4,7465.9,7467.1,106
1784518800,7466.9,7467.6,7465.7,7465.7,104
1784518860,7465.9,7467.2,7465.2,7466.3,148
1784518920,7466.4,7469.2,7466.1,7468.7,122
1784518980,7468.8,7469.1,7468.2,7468.7,104
1784519040,7468.4,7468.9,7467.4,7468.6,100
1784519100,7468.4,7468.9,7467.7,7468.1,130
1784519160,7467.9,7469.1,7467.4,7467.8,104
1784519220,7467.9,7468.9,7467.2,7468.9,140
1784519280,7468.8,7469.4,7468.6,7469.2,98
1784519340,7469.3,7469.4,7467.9,7468.6,116
1784519400,7468.7,7470.4,7468.2,7470.4,106
1784519460,7470.6,7470.6,7469.4,7470.2,90
1784519520,7470.1,7471.2,7469.9,7470.9,90
1784519580,7471.1,7471.4,7470.6,7470.7,66
1784519640,7470.8,7471.2,7470.4,7470.7,82
1784519700,7470.9,7470.9,7468.9,7469.1,94
1784519760,7468.9,7469.3,7467.7,7467.8,120
1784519820,7467.7,7468.2,7466.9,7466.9,106
1784519880,7466.7,7466.9,7464.9,7466.4,108
1784519940,7466.6,7466.8,7465.6,7466.6,116
1784520000,7466.7,7467.7,7466.4,7467.4,130
1784520060,7467.7,7468.7,7466.3,7467.1,108
1784520120,7467.2,7467.2,7466.2,7467.1,98
1784520180,7466.9,7467.3,7466.4,7467.2,112
1784520240,7467.1,7467.7,7466.8,7467.1,102
1784520300,7467.2,7467.2,7465.9,7466.3,104
1784520360,7466.2,7466.2,7465.1,7465.2,114
1784520420,7464.9,7465.2,7463.8,7464.7,114
1784520480,7464.4,7465.4,7464.2,7464.9,98
1784520540,7465.1,7465.2,7464.4,7464.9,78
1784520600,7465.2,7465.4,7463.9,7464.7,84
1784520660,7464.6,7465.8,7464.2,7465.4,106
1784520720,7465.2,7465.6,7464.4,7464.4,86
1784520780,7464.2,7464.7,7463.4,7464.2,120
1784520840,7463.9,7463.9,7462.4,7462.9,78
1784520900,7462.8,7462.9,7461.7,7462.1,78
1784520960,7462.2,7462.4,7461.4,7462.1,112
1784521020,7461.9,7462.2,7460.2,7460.9,70
1784521080,7461.2,7462.2,7460.9,7461.2,102
1784521140,7461.1,7462.4,7460.7,7462.3,106
1784521200,7462.2,7463.2,7461.3,7463.2,124
1784521260,7463.1,7463.4,7461.7,7461.9,108
1784521320,7462.2,7462.3,7461.2,7461.7,116
1784521380,7461.8,7463.9,7461.7,7463.1,122
1784521440,7463.2,7464.4,7463.2,7463.9,90
1784521500,7463.8,7465.2,7463.7,7464.8,126
1784521560,7464.9,7466.9,7464.6,7466.7,90
1784521620,7466.4,7468.2,7466.4,7468.2,82
1784521680,7468.1,7468.9,7467.9,7468.2,100
1784521740,7468.1,7469.4,7467.7,7468.9,82
1784521800,7468.7,7469.2,7467.4,7467.9,112
1784521860,7467.8,7469.2,7467.7,7468.6,106
1784521920,7468.4,7471.3,7468.2,7471.3,108
1784521980,7472.2,7473.2,7469.7,7469.7,122
1784522040,7469.8,7470.7,7469.3,7469.7,122
1784522100,7469.8,7470.9,7469.4,7470.7,86
1784522160,7470.6,7470.7,7468.7,7469.1,98
1784522220,7469.2,7470.7,7469.2,7470.3,108
1784522280,7470.4,7471.6,7470.2,7471.6,100
1784522340,7471.7,7472.9,7471.6,7471.7,112
1784522400,7471.4,7472.9,7471.4,7472.1,138
1784522460,7472.2,7472.9,7471.1,7471.8,96
1784522520,7471.9,7474.2,7471.6,7473.7,108
1784522580,7473.8,7473.8,7472.3,7472.7,106
1784522640,7472.9,7474.4,7472.8,7473.2,84
1784522700,7473.4,7473.8,7472.4,7473.2,86
1784522760,7473.3,7474.4,7472.8,7474.4,88
1784522820,7474.3,7474.9,7473.9,7474.4,88
1784522880,7474.6,7474.9,7474.2,7474.4,78
1784522940,7474.6,7475.2,7474.6,7474.9,70
1784523000,7475.2,7475.4,7473.9,7474.7,94
1784523060,7474.6,7476.2,7474.2,7475.8,124
1784523120,7475.9,7475.9,7474.7,7474.7,108
1784523180,7474.8,7474.9,7473.2,7473.3,66
1784523240,7473.2,7473.2,7472.4,7472.7,68
1784523300,7472.6,7473.4,7471.3,7471.3,82
1784523360,7471.4,7471.9,7470.8,7471.2,74
1784523420,7470.9,7471.4,7470.8,7470.8,92
1784523480,7470.9,7471.2,7470.1,7470.3,96
1784523540,7470.4,7470.7,7469.9,7470.2,90
1784523600,7470.7,7471.3,7469.7,7470.9,122
1784523660,7471.2,7471.4,7469.7,7469.9,114
1784523720,7469.7,7469.9,7469.2,7469.3,108
1784523780,7469.2,7469.7,7467.9,7469.4,116
1784523840,7469.2,7469.6,7467.9,7468.3,106
1784523900,7468.4,7468.4,7466.4,7466.4,56
1784523960,7466.2,7467.3,7465.9,7466.9,120
1784524020,7467.1,7467.1,7465.7,7466.8,80
1784524080,7466.6,7466.7,7465.6,7465.7,116
1784524140,7465.8,7466.1,7463.9,7464.7,102
1784524200,7464.8,7465.2,7462.7,7462.8,110
1784524260,7462.9,7462.9,7460.4,7460.7,108
1784524320,7460.8,7461.2,7458.9,7459.4,112
1784524380,7459.2,7463.7,7459.2,7463.4,146
1784524440,7463.6,7464.9,7462.8,7464.2,140
1784524500,7464.1,7464.2,7462.4,7463.3,136
1784524560,7463.4,7463.8,7462.7,7463.1,148
1784524620,7462.9,7463.2,7461.4,7461.4,144
1784524680,7461.6,7462.2,7461.2,7462.2,96
1784524740,7462.4,7463.9,7461.9,7463.7,108
1784524800,7463.4,7464.2,7461.9,7462.2,122
1784524860,7462.3,7462.9,7461.4,7461.7,114
1784524920,7461.4,7462.3,7461.3,7461.9,106
1784524980,7462.1,7462.3,7460.1,7461.2,94
1784525040,7461.1,7462.2,7460.9,7462.1,116
1784525100,7462.2,7462.2,7460.2,7462.1,118
1784525160,7461.9,7462.2,7460.9,7461.4,126
1784525220,7461.3,7462.9,7461.2,7462.4,92
1784525280,7462.7,7462.8,7460.9,7460.9,100
1784525340,7461.1,7461.8,7460.7,7461.4,110
1784525400,7461.2,7461.4,7459.9,7461.2,138
1784525460,7461.1,7461.6,7459.7,7460.8,144
1784525520,7460.7,7460.9,7460.1,7460.4,114
1784525580,7460.6,7461.4,7459.7,7459.7,108
1784525640,7459.8,7460.2,7458.7,7459.7,114
1784525700,7459.8,7461.2,7459.4,7460.3,94
1784525760,7460.4,7461.4,7459.9,7460.7,92
1784525820,7460.9,7461.7,7460.2,7460.2,116
1784525880,7459.9,7461.2,7459.7,7461.2,108
1784525940,7461.1,7461.1,7459.2,7459.4,120
1784526000,7459.2,7460.7,7459.1,7460.2,106
1784526060,7460.3,7461.2,7458.9,7459.1,148
1784526120,7458.9,7460.1,7458.7,7459.3,116
1784526180,7459.2,7459.9,7458.4,7459.2,124
1784526240,7458.9,7459.4,7458.4,7458.4,96
1784526300,7458.7,7458.9,7458.2,7458.3,106
1784526360,7458.6,7458.6,7457.2,7457.9,80
1784526420,7458.2,7460.4,7457.8,7460.2,104
1784526480,7460.4,7460.8,7458.4,7458.9,122
1784526540,7459.1,7459.2,7457.9,7459.1,96
1784526600,7458.9,7459.2,7457.7,7458.2,96
1784526660,7458.3,7458.4,7457.7,7457.7,104
1784526720,7457.6,7458.4,7456.7,7458.1,90
1784526780,7457.9,7458.2,7457.4,7457.4,80
1784526840,7457.6,7457.6,7455.8,7455.9,94
1784526900,7456.1,7457.7,7455.2,7457.6,108
1784526960,7457.4,7458.7,7457.2,7458.4,92
1784527020,7458.6,7459.4,7458.3,7459.2,74
1784527080,7459.4,7459.4,7457.2,7457.2,82
1784527140,7457.1,7457.2,7455.9,7457.2,98
1784527200,7457.7,7458.9,7457.2,7458.4,156
1784527260,7458.3,7459.7,7457.7,7459.4,116
1784527320,7459.6,7459.6,7456.9,7458.2,126
1784527380,7457.9,7458.9,7457.4,7457.7,106
1784527440,7457.8,7459.7,7457.6,7459.2,140
1784527500,7459.3,7459.7,7456.2,7457.3,120
1784527560,7457.6,7458.6,7457.1,7457.8,96
1784527620,7457.9,7458.3,7457.4,7457.8,110
1784527680,7457.7,7460.2,7457.7,7459.9,130
1784527740,7459.7,7460.4,7458.4,7458.4,92
1784527800,7458.2,7458.3,7456.2,7456.7,86
1784527860,7456.9,7457.4,7455.9,7456.1,66
1784527920,7455.9,7457.4,7455.7,7457.3,72
1784527980,7457.4,7457.7,7455.7,7455.9,84
1784528040,7456.1,7456.4,7455.7,7456.2,90
1784528100,7455.9,7456.4,7455.4,7456.3,88
1784528160,7456.4,7458.8,7456.4,7457.8,112
1784528220,7457.7,7458.2,7456.4,7456.4,108
1784528280,7456.7,7457.2,7455.4,7455.4,100
1784528340,7455.7,7457.2,7454.9,7456.9,82
1784528400,7457.4,7459.2,7457.2,7458.7,94
1784528460,7458.6,7458.8,7456.4,7456.4,74
1784528520,7456.2,7456.9,7455.9,7456.6,68
1784528580,7456.8,7457.9,7456.2,7456.6,82
1784528640,7456.4,7456.9,7454.2,7454.2,118
1784528700,7454.4,7455.7,7453.9,7455.4,72
1784528760,7455.6,7456.7,7454.9,7456.4,98
1784528820,7456.2,7456.4,7455.4,7455.9,102
1784528880,7455.8,7456.4,7455.4,7455.6,72
1784528940,7455.4,7457.1,7455.4,7456.2,114
1784529000,7455.9,7456.9,7455.2,7456.7,110
1784529060,7456.9,7456.9,7456.2,7456.2,82
1784529120,7455.9,7455.9,7453.8,7454.4,80
1784529180,7454.2,7454.7,7453.8,7454.4,104
1784529240,7454.2,7454.7,7453.3,7454.1,78
1784529300,7453.9,7454.2,7452.2,7452.9,86
1784529360,7452.8,7454.2,7452.4,7453.7,96
